Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)	FinBERTCompletedAt	body_sentiment	BodyCompletedAt	body_duration_ms	neutral_filter	confidence_weighted	net_score	top_k	positional	recommended
XRAY	"[""XRAY""]"	nGNX7yltyd	2026-05-05 16:01:01	Dentsply Sirona Reports First Quarter 2026 Results	Globe Newswire	198.07	0.1252	0.0771	0.7977	0.0481	neutral	0.7142857142857143	NO:sentiment_score	NASDAQ	12.02	5.44					0.1806	0.283	0.1358	0.6327	0.2821	0.3085
KTCC	"[""KTCC""]"	nGNXb3gQCs	2026-05-05 16:03:00	Key Tronic Corporation Announces Results for the Third Quarter of Fiscal Year 2026	Globe Newswire	10.01	0.0856	0.0599	0.8545	0.0257	neutral	0.5263157894736842	NO:sentiment_score	NASDAQ	3.05	4.81					0.0493	0.0452	0.0493	0.0493	-0.0009	0.0452
AP	"[""AP""]"	nBw5TzqPMa	2026-05-05 16:04:00	Ampco-Pittsburgh Schedules First Quarter 2026 Earnings Conference Call	Business Wire	14.07	0.0408	0.058	0.9013	-0.0172	neutral	0.4565217391304347	NO:sentiment_score	NYSE	11.45	11.17					0.0864	0.0668	0.0415	0.0415	0.0393	0.0864
RLGT	"[""RLGT""]"	nPn8Vf1jma	2026-05-05 16:05:00	RADIANT LOGISTICS TO HOST INVESTOR CALL TO DISCUSS FINANCIAL RESULTS FOR THIRD FISCAL QUARTER MARCH 31, 2026	PR Newswire	35.56	0.1396	0.0238	0.8366	0.1158	positive	0.0827338129496402	YES	NYSE American	7.98	7.11					0.113	0.0804	0.0622	0.0622	0.0693	0.113
TBI	"[""TBI""]"	nBw8FbVKqa	2026-05-05 16:05:00	TrueBlue Reports First Quarter 2026 Results	Business Wire	26.92	0.0726	0.0663	0.8612	0.0063	neutral	0.0721649484536082	NO:sentiment_score	NYSE	6.37	6.7					0.5653	0.5269	0.226	0.4139	0.2723	0.7089
AXG	"[""AXG""]"	nGNX4YKlpQ	2026-05-05 16:05:00	SOLOWIN HOLDINGS (AXG)’s AX Coin Signs MOU with Singapore Gulf Bank to Advance Stablecoin and Digital Asset Cooperation	Globe Newswire	46.01	0.7897	0.0093	0.201	0.7805	positive	0.0689655172413793	YES	NASDAQ	3.71	1.92					0.4541	0.6958	0.4541	0.8447	0.5894	0.6958
VIR	"[""VIR""]"	nBw1sSG6Ka	2026-05-05 16:05:00	Vir Biotechnology to Participate in Bank of America Securities 2026 Healthcare Conference	Business Wire	115.08	0.1636	0.0145	0.822	0.1491	positive	0.0790378006872852	YES	NASDAQ	10.45	2.55					0.1547	0.1191	0.1033	0.1274	0.0985	0.156
IPM	"[""IPM""]"	nACSc0jYya	2026-05-05 16:05:00	Intelligent Protection Management Corp. to Report First Quarter 2026 Financial Results on May 12, 2026	ACCESSWIRE	5.73	0.0729	0.0469	0.8802	0.026	neutral	0.0205338809034907	NO:sentiment_score	NASDAQ	1.9	2.7					0.0818	0.0635	0.054	0.0991	0.052	0.0823
SANA	"[""SANA""]"	nGNXb91lDz	2026-05-05 16:05:00	Sana Biotechnology to Present at the BofA Securities 2026 Healthcare Conference	Globe Newswire	165.97	0.0924	0.0266	0.8811	0.0658	positive	0.0706713780918728	YES	NASDAQ	3.56	4.4					0.0795	0.0803	0.0782	0.0782	0.0737	0.0795
SDGR	"[""SDGR""]"	nBw7PRY61a	2026-05-05 16:05:00	Schrödinger Reports First Quarter 2026 Financial Results	Business Wire	62.23	0.1251	0.1029	0.772	0.0223	neutral		NO:sentiment_score,Trades/sec	NASDAQ	13.1	1.08					0.631	0.6763	0.4749	0.631	0.2979	0.6971
RGP	"[""RGP""]"	nBw8WYcjba	2026-05-05 16:05:00	Resources Connection, Inc. Announces Planned Board Transition and Governance Updates	Business Wire	31.54	0.0756	0.0339	0.8905	0.0417	neutral	0.0687285223367697	NO:sentiment_score	NASDAQ	4.29	1.9					0.2543	0.2431	0.1994	0.1994	0.1893	0.2805
NCMI	"[""NCMI""]"	nBw1XC9zna	2026-05-05 16:05:00	National CineMedia, Inc. to Release First Quarter 2026 Results on May 12, 2026	Business Wire	64.78	0.0567	0.054	0.8892	0.0027	neutral		NO:sentiment_score,Trades/sec	NASDAQ	3.55	5.03					0.1666	0.1053	0.0811	0.1364	0.0781	0.1833
EVC	"[""EVC""]"	nBw61pf7Ya	2026-05-05 16:05:01	Entravision Reports First Quarter 2026 Results	Business Wire	61.42	0.0422	0.031	0.9268	0.0111	neutral	0.1518518518518518	NO:sentiment_score	NYSE	7.52	97.38					-0.0474	-0.0303	-0.0101	-0.0101	-0.0427	-0.0474
MBC	"[""MBC""]"	nBw9mx3P1a	2026-05-05 16:05:00	MasterBrand Reports First Quarter 2026 Financial Results	Business Wire	124.29	0.1176	0.0887	0.7937	0.0289	neutral		NO:sentiment_score,Trades/sec	NYSE	8.55	6.88					-0.0956	-0.1685	-0.0692	0.5989	-0.341	-0.1771
SPRO	"[""SPRO""]"	nGNX74xNZP	2026-05-05 16:05:00	Spero Therapeutics to Report First Quarter 2026 Financial Results and Provide Business Update on May 13, 2026	Globe Newswire	42.32	0.0707	0.04	0.8893	0.0307	neutral	0.074074074074074	NO:sentiment_score	NASDAQ	2.62	4.8					0.0901	0.1	0.0901	0.0901	0.0814	0.1
ATEC	"[""ATEC""]"	nBw4xb4hPa	2026-05-05 16:05:01	ATEC Reports First Quarter Financial Results	Business Wire	114.38	0.1675	0.1502	0.6822	0.0173	neutral		NO:sentiment_score,Trades/sec	NASDAQ	10.54	1.54					0.3529	0.4232	0.1289	0.2516	0.7383	0.5928
MYGN	"[""MYGN""]"	nGNX7pvY1S	2026-05-05 16:05:01	Myriad Genetics Reports First Quarter 2026 Financial Results; Reiterates 2026 Financial Guidance Reflecting Ongoing Progress in the Cancer Care Continuum Business	Globe Newswire	87.12	0.7441	0.0129	0.243	0.7312	positive		NO:Trades/sec	NASDAQ	5.04	1.82					0.127	0.127	0.127	0.127	0.127	0.127
NUVB	"[""NUVB""]"	nPn5JMrkpa	2026-05-05 16:05:01	Nuvation Bio to Participate in Upcoming Investor Conferences	PR Newswire	244.69	0.2575	0.0167	0.7258	0.2409	positive		NO:Trades/sec	NYSE	4.99	10.89					0.1585	0.1034	0.078	0.1585	0.0818	0.1641
SLDP	"[""SLDP""]"	nBw2G4GMha	2026-05-05 16:05:02	Solid Power Reports First Quarter 2026 Results	Business Wire	200.11	0.0635	0.0448	0.8917	0.0187	neutral		NO:sentiment_score,Trades/sec	NASDAQ	3.59	3.76					0.2747	0.3101	0.1828	0.5339	0.2716	0.3566
NRGV	"[""NRGV""]"	nBw4qQPQLa	2026-05-05 16:05:02	Energy Vault Reports First Quarter 2026 Financial Results and Reaffirms 2026 Guidance	Business Wire	138.99	0.1309	0.0552	0.8139	0.0756	positive	26.0	YES	NYSE	5.18	15.62					0.0869	0.1628	0.0869	0.2186	0.5349	0.1628
AHCO	"[""AHCO""]"	nBwbQSR7ga	2026-05-05 16:05:02	AdaptHealth Corp. to Participate in Upcoming Investor Conferences	Business Wire	86.12	0.0994	0.0225	0.8781	0.0769	positive		NO:Trades/sec	NASDAQ	12.95	0.78					0.2209	0.1591	0.1027	0.2209	0.1191	0.2364
MNTN	"[""MNTN""]"	nBwbbPTsda	2026-05-05 16:05:02	MNTN Reports Record First Quarter 2026 Results	Business Wire	26.56	0.602	0.0973	0.3007	0.5047	positive		NO:Trades/sec	NYSE	11.39	7.25					0.4864	0.5442	0.3384	0.3384	0.6967	0.5866
BMBL	"[""BMBL""]"	nBw4TnxhLa	2026-05-05 16:05:02	Bumble Inc. Announces First Quarter 2026 Results	Business Wire	82.41	0.0702	0.0868	0.843	-0.0166	neutral		NO:sentiment_score,Trades/sec	NASDAQ	4.53	6.59					0.1593	0.1503	0.0839	0.5685	-0.0266	0.1752
CTNM	"[""CTNM""]"	nBw47djtTa	2026-05-05 16:05:02	Contineum Therapeutics Reports First-Quarter 2026 Financial Results; Affirms Key Clinical Development Milestones	Business Wire	29.11	0.9104	0.0161	0.0735	0.8943	positive		NO:Trades/sec	NASDAQ	14.73	4.1					0.3501	0.5079	0.2864	0.6297	0.7071	0.5326
TYGO	"[""TYGO""]"	nBwhgK1ga	2026-05-05 16:05:02	Tigo Energy Reports First Quarter 2026 Financial Results	Business Wire	43.41	0.1268	0.0997	0.7735	0.027	neutral		NO:sentiment_score,Trades/sec	NASDAQ	5.32	12.24					0.0389	0.0522	0.0543	0.0543	0.059	0.0418
ADPT	"[""ADPT""]"	nGNXb5CYNV	2026-05-05 16:05:02	Adaptive Biotechnologies Reports First Quarter 2026 Financial Results	Globe Newswire	148.19	0.1549	0.084	0.7611	0.0709	positive		NO:Trades/sec	NASDAQ	17.28	19.17					0.1692	0.2964	0.1051	0.375	0.3724	0.3678
VRDN	"[""VRDN""]"	nBw4g2PR3a	2026-05-05 16:05:02	Viridian Therapeutics Announces Proposed Concurrent Public Offerings of Convertible Senior Notes Due 2032, Common Stock and Series B Non-Voting Convertible Preferred Stock	Business Wire	93.49	0.1478	0.0141	0.8381	0.1337	positive		NO:Trades/sec	NASDAQ	25.0	77.81					0.1817	0.1948	0.1817	0.1817	0.1555	0.1948
SSSS	"[""SSSS""]"	nGNX9XbdTJ	2026-05-05 16:05:02	SuRo Capital Corp. Reports First Quarter 2026 Financial Results	Globe Newswire	23.28	0.0764	0.1312	0.7924	-0.0547	negative		NO:sentiment_score,Trades/sec	NASDAQ	14.0	1.45					0.1081	0.0556	0.0438	0.0998	0.1045	0.1105
HLIT	"[""HLIT""]"	nPnc31ckLa	2026-05-05 16:05:02	Harmonic to Participate in the 21st Annual Needham Technology, Media & Consumer Conference and the Rosenblatt 6th Annual Virtual Technology Summit	PR Newswire	108.08	0.2454	0.0257	0.7289	0.2196	positive		NO:Trades/sec	NASDAQ	12.15	2.53					0.2776	0.2493	0.1113	0.2979	0.1213	0.3914
TRVI	"[""TRVI""]"	nGNX4ZHrcd	2026-05-05 16:05:03	Trevi Therapeutics Reports First Quarter 2026 Financial Results and Provides Business Updates	Globe Newswire	90.02	0.0692	0.0256	0.9052	0.0436	neutral		NO:sentiment_score,Trades/sec	NASDAQ	14.78	2.78					0.2007	0.3117	0.1255	0.3281	0.3409	0.381
IRIX	"[""IRIX""]"	nGNX15Vx6X	2026-05-05 16:05:02	Iridex to Report First Quarter 2026 Financial Results on May 19, 2026	Globe Newswire	11.64	0.0751	0.0573	0.8676	0.0179	neutral		NO:sentiment_score,Trades/sec	NASDAQ	1.07	-0.93					0.0756	0.0756	0.0756	0.0756	0.0756	0.0756
RRGB	"[""RRGB""]"	nPn7Xvw8a	2026-05-05 16:05:03	Red Robin Gourmet Burgers, Inc. to Release Fiscal First Quarter 2026 Results on May 19, 2026	PR Newswire	15.19	0.0598	0.0475	0.8927	0.0123	neutral		NO:sentiment_score,Trades/sec	NASDAQ	3.74	4.47					0.0051	0.0288	0.0318	0.0318	0.0396	0.0051
CRCT	"[""CRCT""]"	nGNX5WzMLc	2026-05-05 16:05:03	Cricut, Inc. Reports First Quarter 2026 Financial Results	Globe Newswire	46.03	0.081	0.1057	0.8133	-0.0246	neutral		NO:sentiment_score,Trades/sec	NASDAQ	4.35	4.57					-0.6968	-0.6163	-0.3313	-0.3313	-0.6935	-0.6968
AMWL	"[""AMWL""]"	nGNX4HLgLF	2026-05-05 16:05:03	Amwell® Announces Results for First Quarter 2026	Globe Newswire	12.91	0.1198	0.0736	0.8066	0.0461	neutral		NO:sentiment_score,Trades/sec	NYSE	7.7	19.75					0.0649	0.0649	0.0649	0.0649	0.0649	0.0649
CRBU	"[""CRBU""]"	nGNX7zdyw5	2026-05-05 16:05:03	Caribou Biosciences to Participate in the BofA Securities 2026 Health Care Conference	Globe Newswire	86.3	0.1875	0.0106	0.8018	0.1769	positive		NO:Trades/sec	NASDAQ	1.99	2.58					0.0813	0.0634	0.0616	0.0616	0.0682	0.0813
QDEL	"[""QDEL""]"	nPn2Nwd9Na	2026-05-05 16:05:03	QuidelOrtho Reports First Quarter 2026 Financial Results	PR Newswire	67.37	0.1175	0.104	0.7785	0.0136	neutral		NO:sentiment_score,Trades/sec	NASDAQ	12.8	5.7					0.0807	0.0333	0.0584	0.4535	0.0217	0.0351
RPD	"[""RPD""]"	nGNX3KzmLR	2026-05-05 16:05:03	Rapid7 Announces First Quarter 2026 Financial Results	Globe Newswire	63.86	0.0821	0.0912	0.8268	-0.0091	neutral		NO:sentiment_score,Trades/sec	NASDAQ	7.1	8.4					0.2001	0.1636	0.1547	0.1547	0.0692	0.1765
RLAY	"[""RLAY""]"	nGNX11V9YP	2026-05-05 16:05:04	Relay Therapeutics Reports First Quarter 2026 Financial Results and Corporate Updates	Globe Newswire	140.8	0.0737	0.0759	0.8504	-0.0022	neutral		NO:sentiment_score,Trades/sec	NASDAQ	13.36	0.91					0.2864	0.3913	0.2242	0.742	0.6325	0.4171
INNV	"[""INNV""]"	nGNX1xbTMx	2026-05-05 16:05:04	InnovAge Announces Financial Results for the Fiscal Third Quarter Ended March 31, 2026	Globe Newswire	21.39	0.0671	0.0642	0.8686	0.0029	neutral		NO:sentiment_score,Trades/sec	NASDAQ	8.55	4.65					0.2875	0.419	0.1409	0.2875	0.1509	0.5119
FLYW	"[""FLYW""]"	nGNX8gzNLw	2026-05-05 16:05:04	Flywire Reports First Quarter 2026 Financial Results	Globe Newswire	109.61	0.0978	0.0731	0.8291	0.0247	neutral		NO:sentiment_score,Trades/sec	NASDAQ	17.21	21.03					0.3598	0.461	0.2389	0.8965	0.406	0.5137
LCID	"[""LCID""]"	nPn9hSpJCa	2026-05-05 16:05:04	Lucid Announces First Quarter 2026 Financial Results	PR Newswire	109.91	0.1474	0.0783	0.7743	0.0691	positive		NO:Trades/sec	NASDAQ	6.82	1.64					0.0731	0.086	0.0528	0.1465	0.1005	0.0983
KRRO	"[""KRRO""]"	nGNX4SvctM	2026-05-05 16:05:05	Korro to Participate in Upcoming Investor Conferences	Globe Newswire	7.83	0.2168	0.0178	0.7654	0.199	positive		NO:Trades/sec	NASDAQ	13.31	2.15					0.1816	0.1334	0.1157	0.1157	0.1555	0.1816
SWIM	"[""SWIM""]"	nGNX8Yx5yF	2026-05-05 16:05:05	Latham Group, Inc. Reports First Quarter 2026 Financial Results	Globe Newswire	49.73	0.0928	0.1026	0.8046	-0.0098	neutral		NO:sentiment_score,Trades/sec	NASDAQ	6.3	8.62					0.121	0.3228	0.0739	0.3435	0.4777	0.3814
OKUR	"[""OKUR""]"	nGNXb40G4Z	2026-05-05 16:05:05	OnKure Therapeutics Reports First Quarter 2026 Financial Results	Globe Newswire	10.07	0.111	0.0874	0.8016	0.0236	neutral		NO:sentiment_score,Trades/sec	NASDAQ	4.7	2.17					0.1853	0.2184	0.1853	0.2527	0.3464	0.2184
SCKT	"[""SCKT""]"	nPn1t4PJ9a	2026-05-05 16:05:05	Socket Mobile Reports First Quarter 2026 Results	PR Newswire	5.22	0.0789	0.0571	0.864	0.0218	neutral		NO:sentiment_score,Trades/sec	NASDAQ	0.92	3.37					0.5058	0.6337	0.3951	0.5058	0.2546	0.6829
ACIC	"[""ACIC""]"	nGNX8gQCSv	2026-05-05 16:05:05	American Coastal Insurance Corporation Reports Financial Results for Its First Quarter Ended March 31, 2026	Globe Newswire	24.67	0.0624	0.1197	0.8179	-0.0573	negative		NO:sentiment_score,Trades/sec	NASDAQ	11.93	2.4					0.3169	0.4085	0.2272	0.4423	-0.0531	0.443
VRCA	"[""VRCA""]"	nGNX37RbDH	2026-05-05 16:05:05	Verrica Pharmaceuticals Announces Upcoming Presentation of Phase 2 Data Highlighting the Potential Abscopal Effects of VP-315 in the Treatment of Basal Cell Carcinoma at the 2026 Society for Investigative Dermatology (SID) Annual Meeting 	Globe Newswire	8.3	0.3958	0.0604	0.5438	0.3354	positive		NO:Trades/sec	NASDAQ	7.2	13.21					0.3277	0.3825	0.2313	0.3277	0.3195	0.422
LDI	"[""LDI""]"	nBwpMzpDa	2026-05-05 16:06:00	loanDepot Announces First Quarter 2026 Financial Results	Business Wire	59.79	0.1595	0.1098	0.7307	0.0497	neutral		NO:sentiment_score,Trades/sec	NYSE	1.54	2.67					0.1531	0.1939	0.1531	0.1531	0.0134	0.1939
HCKT	"[""HCKT""]"	nBw8f4wpva	2026-05-05 16:06:00	The Hackett Group Announces First Quarter 2026 Results	Business Wire	22.1	0.0437	0.0658	0.8905	-0.022	neutral		NO:sentiment_score,Trades/sec	NASDAQ	14.14	3.21					0.1447	0.1591	0.1447	0.1447	0.072	0.1591
PICS	"[""PICS""]"	nGNX4YRLrS	2026-05-05 16:07:57	PICS ALERT: Investigation Launched into PicS N.V., RGRD Law Attorneys Encourage Investors and Potential Witnesses to Contact Law Firm	Globe Newswire	22.23	0.1496	0.0193	0.8311	0.1303	positive	0.1035353535353535	YES	NASDAQ	11.97	2.75					0.0231	0.0231	0.0231	0.0231	0.0231	0.0231
ANGI	"[""ANGI""]"	nGNX6FNYgr	2026-05-05 16:10:00	Angi Inc. Earnings Release and Letter to Shareholders Available on Company’s Website	Globe Newswire	28.29	0.0544	0.028	0.9177	0.0264	neutral	0.0793103448275862	NO:sentiment_score	NASDAQ	7.61	4.82					0.5127	0.381	0.2168	0.2168	0.1674	0.5127
FRSH	"[""FRSH""]"	nGNX67wLF1	2026-05-05 16:10:00	Freshworks Reports First Quarter 2026 Results	Globe Newswire	194.27	0.0551	0.0592	0.8858	-0.0041	neutral	0.0626959247648902	NO:sentiment_score	NASDAQ	9.56	6.46					0.3327	0.4676	0.2293	0.8044	0.5283	0.5229
BV	"[""BV""]"	nBw5NlMHVa	2026-05-05 16:10:00	BrightView Reports 2Q26 Results With Land Maintenance Revenue Growth & Record Adjusted EBITDA; Raises FY26 Revenue Guidance	Business Wire	68.94	0.9384	0.0209	0.0408	0.9175	positive	0.097165991902834	YES	NYSE	12.03	3.17					0.0841	0.1316	0.0591	0.229	0.1134	0.1478
GOOD	"[""GOOD""]"	nACSpLGcca	2026-05-05 16:10:00	Gladstone Commercial Corporation Reports Results for the First Quarter Ended March 31, 2026	ACCESSWIRE	47.76	0.0731	0.0801	0.8468	-0.007	neutral	0.0466019417475728	NO:sentiment_score	NASDAQ	12.9	0.08					0.0492	0.0244	0.0158	0.0205	-0.0124	0.0492
SSRM	"[""SSRM""]"	nBwbwJRNPa	2026-05-05 16:10:00	SSR Mining Reports First Quarter 2026 Results	Business Wire	202.12	0.0658	0.0503	0.8839	0.0155	neutral		NO:sentiment_score,Trades/sec	TSX												
AIXC	"[""AIXC""]"	nPnVCtqka	2026-05-05 16:12:25	AIxCrypto Co-CEO Jerry Wang Shares Weekly Investor Update: Agentir Progress, Chutes AI Collaboration Framework, and Bitcoin 2026 Engagement	PR Newswire	18.98	0.0966	0.0223	0.8811	0.0743	positive	0.0049382716049382	YES	NASDAQ	1.51	6.34					0.2026	0.163	0.1141	0.2026	0.1619	0.2222
ARQ	"[""ARQ""]"	nNFC7wN8g2	2026-05-05 16:13:55	Argo's March Oil Production	Newsfile Corp	31.58	0.1745	0.1007	0.7248	0.0739	positive	0.0396694214876033	YES								0.1021	0.1021	0.1021	0.1021	0.1021	0.1021
CIX	"[""CIX""]"	nGNXbT1Q0H	2026-05-05 16:15:00	COMPX REPORTS FIRST QUARTER 2026 RESULTS	Globe Newswire	1.52	0.0424	0.0489	0.9088	-0.0065	neutral	0.0342577487765089	NO:sentiment_score	NYSE American	23.48	1.16					0.2781	0.2781	0.2781	0.2781	0.2781	0.2781
SLE	"[""SLE""]"	nGNX7VpCz4	2026-05-05 16:15:00	Super League Sets First Quarter 2026 Earnings Date, May 15, 2026	Globe Newswire	1.13	0.042	0.0554	0.9025	-0.0134	neutral	0.0054039448797622	NO:sentiment_score	NASDAQ	4.05	-0.98					0.0831	0.0765	0.0691	0.0691	0.0686	0.0831
RR	"[""RR""]"	nGNX9VxGRp	2026-05-05 16:15:00	Richtech Robotics Named “Rookie of the Year” by Vegas Golden Knights Following First Partnership Season	Globe Newswire	181.69	0.692	0.0691	0.2389	0.6229	positive	0.036036036036036	YES	NASDAQ	2.5	1.63					0.7798	0.7798	0.7798	0.7798	0.7798	0.7798
LGVN	"[""LGVN""]"	nGNX21L6bs	2026-05-05 16:15:00	Longeveron to Report 2026 First Quarter Financial Results and Host Conference Call on May 13, 2026	Globe Newswire	19.3	0.084	0.0193	0.8967	0.0647	positive	0.0664451827242525	YES	NASDAQ	0.88	1.15					0.1359	0.1475	0.1182	0.1968	0.118	0.1609
UFI	"[""UFI""]"	nBw29WL0Ya	2026-05-05 16:15:00	UNIFI®, Makers of REPREVE®, Announces Third Quarter Fiscal 2026 Results	Business Wire	14.77	0.071	0.0459	0.883	0.0251	neutral	0.0327868852459016	NO:sentiment_score	NYSE	3.72	5.98					0.4489	0.433	0.2732	0.4489	0.5601	0.4885
UIS	"[""UIS""]"	nPndq6Kca	2026-05-05 16:15:00	Unisys Announces 1Q26 Results	PR Newswire	62.79	0.1366	0.131	0.7324	0.0057	neutral	0.0286532951289398	NO:sentiment_score	NYSE	2.95	7.27					-0.1229	-0.1418	-0.0835	0.2712	0.5876	-0.154
FTEK	"[""FTEK""]"	nGNX6CkCJ2	2026-05-05 16:15:00	Fuel Tech Reports 2026 First Quarter Financial Results	Globe Newswire	23.89	0.2248	0.0941	0.6811	0.1307	positive	0.0344062153163152	YES	NASDAQ	1.68	-0.59					-0.0693	-0.0481	-0.0252	-0.0252	-0.0692	-0.0693
HRZN	"[""HRZN""]"	nBw2DJSqCa	2026-05-05 16:15:01	Horizon Technology Finance Announces First Quarter 2026 Financial Results	Business Wire	67.45	0.0993	0.0794	0.8213	0.0199	neutral		NO:sentiment_score,Trades/sec	NASDAQ	4.35	3.33					0.1148	0.075	0.0597	0.0807	0.0594	0.1053
ACEL	"[""ACEL""]"	nBw61WLyPa	2026-05-05 16:15:01	Accel Entertainment Reports Quarterly Record Revenue of $352 Million in the First Quarter of 2026	Business Wire	52.41	0.4574	0.0468	0.4958	0.4106	positive	0.0355239786856127	YES	NYSE	12.52	2.54					0.0965	0.0797	0.0581	0.0965	0.0748	0.0975
JBGS	"[""JBGS""]"	nBwbcR2DCa	2026-05-05 16:15:02	JBG SMITH Announces First Quarter 2026 Results	Business Wire	58.69	0.0537	0.0711	0.8752	-0.0174	neutral	0.0379537953795379	NO:sentiment_score	NYSE	15.42	6.27					0.0499	0.0499	0.0499	0.0499	0.0499	0.0499
PMT	"[""PMT""]"	nBwbcS21qa	2026-05-05 16:15:01	PennyMac Mortgage Investment Trust Reports First Quarter 2026 Results	Business Wire	85.63	0.0647	0.0585	0.8768	0.0062	neutral		NO:sentiment_score,Trades/sec	NYSE	12.36	2.06					-0.6036	-0.7668	-0.3413	0.0534	-0.9321	-0.8539
DHX	"[""DHX""]"	nBw3PFJs2a	2026-05-05 16:15:02	DHI Group Reports 2026 First Quarter Financial Results	Business Wire	34.12	0.1833	0.1507	0.666	0.0326	neutral		NO:sentiment_score,Trades/sec	NYSE	3.17	27.82					0.0605	0.0629	0.0687	0.0687	0.0315	0.0561
GPMT	"[""GPMT""]"	nBw13fczga	2026-05-05 16:15:02	Granite Point Mortgage Trust Inc. Reports First Quarter 2026 Financial Results and Post Quarter-End Update	Business Wire	44.18	0.0839	0.0714	0.8447	0.0125	neutral		NO:sentiment_score,Trades/sec	NYSE	1.47	4.26					0.0175	0.0184	0.0239	0.0332	0.0108	0.0097
ARDT	"[""ARDT""]"	nBwbymC4fa	2026-05-05 16:15:02	Ardent Health Reports First Quarter 2026 Results	Business Wire	22.42	0.0509	0.0795	0.8696	-0.0287	neutral	0.0245398773006134	NO:sentiment_score	NYSE	10.56	5.81					0.1725	0.2161	0.088	0.385	0.2336	0.2724
SGRP	"[""SGRP""]"	nBw5r2Tfta	2026-05-05 16:15:02	SPAR Group and Founder Robert G. Brown Agree to Unified Path Forward	Business Wire	11.25	0.6309	0.0126	0.3565	0.6183	positive		NO:Trades/sec	NASDAQ	0.8	17.65					0.5408	0.6687	0.4495	0.8029	0.6548	0.6919
EIC	"[""EIC""]"	nBw1vjfLqa	2026-05-05 16:15:02	Eagle Point Income Company Inc. Schedules Release of First Quarter 2026 Financial Results on Tuesday, May 19, 2026	Business Wire	19.18	0.0454	0.0885	0.866	-0.0431	neutral		NO:sentiment_score,Trades/sec	NYSE	10.4	1.46					0.0959	0.0801	0.0709	0.0709	0.0904	0.0959
ECC	"[""ECC""]"	nBw46Cplsa	2026-05-05 16:15:02	Eagle Point Credit Company Inc. Schedules Release of First Quarter 2026 Financial Results on Tuesday, May 19, 2026	Business Wire	125.69	0.0427	0.063	0.8944	-0.0203	neutral		NO:sentiment_score,Trades/sec	NYSE	4.27	0.95					0.0862	0.0715	0.0626	0.0626	0.0801	0.0862
RYAM	"[""RYAM""]"	nBw54KDjfa	2026-05-05 16:15:02	RYAM Reports First Quarter 2026 Results	Business Wire	60.59	0.0567	0.0461	0.8972	0.0106	neutral		NO:sentiment_score,Trades/sec	NYSE	9.4	4.56					-0.0802	-0.0934	-0.0275	-0.0802	-0.5556	-0.1084
EMA	"[""EMA""]"	nBwYCZd3a	2026-05-05 16:15:02	Emera Incorporated Announces Results of Series J First Preferred Share Conversion	Business Wire	302.04	0.2113	0.0549	0.7338	0.1564	positive		NO:Float,Trades/sec	TSX							0.1178	0.0974	0.0685	0.0685	0.1038	0.1178
EARN	"[""EARN""]"	nBw8jcqsfa	2026-05-05 16:15:02	Ellington Credit Company Announces Release Date of Earnings, Conference Call, and Investor Presentation	Business Wire	37.16	0.0356	0.0473	0.9171	-0.0117	neutral		NO:sentiment_score,Trades/sec	NYSE Arca	4.8	0.42					0.0997	0.0737	0.0617	0.0617	0.071	0.0997
CPSS	"[""CPSS""]"	nGNX9kW0w1	2026-05-05 16:15:02	CPS Announces First Quarter 2026 Earnings	Globe Newswire	9.23	0.0382	0.0467	0.9152	-0.0085	neutral		NO:sentiment_score,Trades/sec	NASDAQ	10.0	0.91					0.1104	0.1104	0.1104	0.1104	0.1104	0.1104
GNL	"[""GNL""]"	nGNX29dxV3	2026-05-05 16:15:02	Global Net Lease Reports First Quarter 2026 Results	Globe Newswire	189.28	0.0449	0.0441	0.9109	0.0008	neutral		NO:sentiment_score,Trades/sec	NYSE	9.24	0.43										
SEB	"[""SEB""]"	nPn199zCMa	2026-05-05 16:15:13	SEABOARD CORPORATION REPORT OF EARNINGS AND DIVIDEND DECLARATION	PR Newswire	0.24	0.0985	0.0728	0.8287	0.0257	neutral		NO:sentiment_score,Trades/sec	NYSE American	5793.74	3.75										
TRVG	"[""TRVG""]"	nGNE3HBFx2	2026-05-05 16:16:55	trivago N.V. files Antitrust Damages Claim Against Google in Germany	Globe Newswire	22.93	0.076	0.4683	0.4557	-0.3922	negative	0.068259385665529	NO:sentiment_score	NASDAQ	3.14	12.14					0.0599	0.0454	0.0554	0.5796	-0.0134	0.046
